img,img_path,modality,higher_modality
PMC4532250___12889_2014_7561_Fig7_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4532250___12889_2014_7561_Fig7_HTML.jpg,line,GRAPHICS
PMC4532250___12889_2014_7561_Fig8_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4532250___12889_2014_7561_Fig8_HTML.jpg,line,GRAPHICS
PMC4532250___12889_2014_7561_Fig9_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4532250___12889_2014_7561_Fig9_HTML.jpg,line,GRAPHICS
PMC4539976___CMMM2015-206205.007.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4539976___CMMM2015-206205.007.jpg,line,GRAPHICS
PMC4541749___12889_2015_2086_Fig1_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4541749___12889_2015_2086_Fig1_HTML.jpg,line,GRAPHICS
PMC4544788___12889_2015_2133_Fig3_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4544788___12889_2015_2133_Fig3_HTML.jpg,line,GRAPHICS
PMC4544788___12889_2015_2133_Fig7_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4544788___12889_2015_2133_Fig7_HTML.jpg,line,GRAPHICS
PMC4551098___fgene-06-00265-g0003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4551098___fgene-06-00265-g0003.jpg,line,GRAPHICS
PMC4555270___ijerph-12-09141-g003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4555270___ijerph-12-09141-g003.jpg,line,GRAPHICS
PMC4555279___ijerph-12-09265-g003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4555279___ijerph-12-09265-g003.jpg,line,GRAPHICS
PMC4555279___ijerph-12-09265-g004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4555279___ijerph-12-09265-g004.jpg,line,GRAPHICS
PMC4555285___ijerph-12-09357-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4555285___ijerph-12-09357-g002.jpg,line,GRAPHICS
PMC4555315___ijerph-12-09848-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4555315___ijerph-12-09848-g002.jpg,line,GRAPHICS
PMC4555325___ijerph-12-10009-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4555325___ijerph-12-10009-g001.jpg,line,GRAPHICS
PMC4562106___12889_2015_2207_Fig1_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4562106___12889_2015_2207_Fig1_HTML.jpg,line,GRAPHICS
PMC4562106___12889_2015_2207_Fig2_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4562106___12889_2015_2207_Fig2_HTML.jpg,line,GRAPHICS
PMC4566495___12889_2015_2203_Fig2_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4566495___12889_2015_2203_Fig2_HTML.jpg,line,GRAPHICS
PMC4566495___12889_2015_2203_Fig3_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4566495___12889_2015_2203_Fig3_HTML.jpg,line,GRAPHICS
PMC4566495___12889_2015_2203_Fig4_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4566495___12889_2015_2203_Fig4_HTML.jpg,line,GRAPHICS
PMC4568057___CMMM2015-923762.004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4568057___CMMM2015-923762.004.jpg,line,GRAPHICS
PMC4568057___CMMM2015-923762.010.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4568057___CMMM2015-923762.010.jpg,line,GRAPHICS
PMC4568057___CMMM2015-923762.017.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4568057___CMMM2015-923762.017.jpg,line,GRAPHICS
PMC4568336___CMMM2015-515613.001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4568336___CMMM2015-515613.001.jpg,line,GRAPHICS
PMC4568336___CMMM2015-515613.002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4568336___CMMM2015-515613.002.jpg,line,GRAPHICS
PMC4568336___CMMM2015-515613.004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4568336___CMMM2015-515613.004.jpg,line,GRAPHICS
PMC4568336___CMMM2015-515613.005.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4568336___CMMM2015-515613.005.jpg,line,GRAPHICS
PMC4568336___CMMM2015-515613.006.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4568336___CMMM2015-515613.006.jpg,line,GRAPHICS
PMC4568336___CMMM2015-515613.007.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4568336___CMMM2015-515613.007.jpg,line,GRAPHICS
PMC4568336___CMMM2015-515613.008.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4568336___CMMM2015-515613.008.jpg,line,GRAPHICS
PMC4568336___CMMM2015-515613.018.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4568336___CMMM2015-515613.018.jpg,line,GRAPHICS
PMC4568336___CMMM2015-515613.019.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4568336___CMMM2015-515613.019.jpg,line,GRAPHICS
PMC4568336___CMMM2015-515613.020.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4568336___CMMM2015-515613.020.jpg,line,GRAPHICS
PMC4568336___CMMM2015-515613.021.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4568336___CMMM2015-515613.021.jpg,line,GRAPHICS
PMC4568336___CMMM2015-515613.022.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4568336___CMMM2015-515613.022.jpg,line,GRAPHICS
PMC4568336___CMMM2015-515613.023.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4568336___CMMM2015-515613.023.jpg,line,GRAPHICS
PMC4568336___CMMM2015-515613.024.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4568336___CMMM2015-515613.024.jpg,line,GRAPHICS
PMC4568344___CMMM2015-407156.003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4568344___CMMM2015-407156.003.jpg,line,GRAPHICS
PMC4568344___CMMM2015-407156.004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4568344___CMMM2015-407156.004.jpg,line,GRAPHICS
PMC4568353___CMMM2015-585409.001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4568353___CMMM2015-585409.001.jpg,line,GRAPHICS
PMC4568357___CMMM2015-598415.009.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4568357___CMMM2015-598415.009.jpg,line,GRAPHICS
PMC4568357___CMMM2015-598415.011.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4568357___CMMM2015-598415.011.jpg,line,GRAPHICS
PMC4568593___12711_2015_151_Fig1_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4568593___12711_2015_151_Fig1_HTML.jpg,line,GRAPHICS
PMC4568593___12711_2015_151_Fig2_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4568593___12711_2015_151_Fig2_HTML.jpg,line,GRAPHICS
PMC4568593___12711_2015_151_Fig5_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4568593___12711_2015_151_Fig5_HTML.jpg,line,GRAPHICS
PMC4574063___13148_2015_128_Fig3_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4574063___13148_2015_128_Fig3_HTML.jpg,line,GRAPHICS
PMC4581099___12889_2015_2282_Fig2_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4581099___12889_2015_2282_Fig2_HTML.jpg,line,GRAPHICS
PMC4581099___12889_2015_2282_Fig3_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4581099___12889_2015_2282_Fig3_HTML.jpg,line,GRAPHICS
PMC4582724___12889_2015_2296_Fig1_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4582724___12889_2015_2296_Fig1_HTML.jpg,line,GRAPHICS
PMC4582724___12889_2015_2296_Fig2_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4582724___12889_2015_2296_Fig2_HTML.jpg,line,GRAPHICS
PMC4582724___12889_2015_2296_Fig3_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4582724___12889_2015_2296_Fig3_HTML.jpg,line,GRAPHICS
PMC4586611___ijerph-12-10276-g003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4586611___ijerph-12-10276-g003.jpg,line,GRAPHICS
PMC4586643___ijerph-12-10794-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4586643___ijerph-12-10794-g001.jpg,line,GRAPHICS
PMC4586674___ijerph-12-11269-g004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4586674___ijerph-12-11269-g004.jpg,line,GRAPHICS
PMC4586674___ijerph-12-11269-g005.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4586674___ijerph-12-11269-g005.jpg,line,GRAPHICS
PMC4586709___ijerph-12-11815-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4586709___ijerph-12-11815-g001.jpg,line,GRAPHICS
PMC4586718___ijerph-12-11975-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4586718___ijerph-12-11975-g002.jpg,line,GRAPHICS
PMC4586718___ijerph-12-11975-g008.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4586718___ijerph-12-11975-g008.jpg,line,GRAPHICS
PMC4586906___CMMM2015-207105.005.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4586906___CMMM2015-207105.005.jpg,line,GRAPHICS
PMC4587753___12711_2015_155_Fig2_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4587753___12711_2015_155_Fig2_HTML.jpg,line,GRAPHICS
PMC4588874___12889_2015_2349_Fig1_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4588874___12889_2015_2349_Fig1_HTML.jpg,line,GRAPHICS
PMC4588874___12889_2015_2349_Fig2_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4588874___12889_2015_2349_Fig2_HTML.jpg,line,GRAPHICS
PMC4600924___CMMM2015-232381.005.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4600924___CMMM2015-232381.005.jpg,line,GRAPHICS
PMC4600924___CMMM2015-232381.007.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4600924___CMMM2015-232381.007.jpg,line,GRAPHICS
PMC4604992___12711_2015_158_Fig5_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4604992___12711_2015_158_Fig5_HTML.jpg,line,GRAPHICS
PMC4606094___CMMM2015-348947.003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4606094___CMMM2015-348947.003.jpg,line,GRAPHICS
PMC4606094___CMMM2015-348947.004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4606094___CMMM2015-348947.004.jpg,line,GRAPHICS
PMC4606094___CMMM2015-348947.006.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4606094___CMMM2015-348947.006.jpg,line,GRAPHICS
PMC4606094___CMMM2015-348947.012.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4606094___CMMM2015-348947.012.jpg,line,GRAPHICS
PMC4606094___CMMM2015-348947.013.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4606094___CMMM2015-348947.013.jpg,line,GRAPHICS
PMC4606157___CMMM2015-848079.010.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4606157___CMMM2015-848079.010.jpg,line,GRAPHICS
PMC4606157___CMMM2015-848079.011.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4606157___CMMM2015-848079.011.jpg,line,GRAPHICS
PMC4606157___CMMM2015-848079.012.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4606157___CMMM2015-848079.012.jpg,line,GRAPHICS
PMC4606157___CMMM2015-848079.013.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4606157___CMMM2015-848079.013.jpg,line,GRAPHICS
PMC4606157___CMMM2015-848079.014.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4606157___CMMM2015-848079.014.jpg,line,GRAPHICS
PMC4612141___fgene-06-00310-g0001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4612141___fgene-06-00310-g0001.jpg,line,GRAPHICS
PMC4612598___1415-4757-gmb-38-3-373-gf01.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4612598___1415-4757-gmb-38-3-373-gf01.jpg,line,GRAPHICS
PMC4619267___12889_2015_2408_Fig2_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4619267___12889_2015_2408_Fig2_HTML.jpg,line,GRAPHICS
PMC4619900___CMMM2015-242695.001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4619900___CMMM2015-242695.001.jpg,line,GRAPHICS
PMC4619900___CMMM2015-242695.005.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4619900___CMMM2015-242695.005.jpg,line,GRAPHICS
PMC4619904___CMMM2015-842784.003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4619904___CMMM2015-842784.003.jpg,line,GRAPHICS
PMC4621351___CMMM2015-680769.004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4621351___CMMM2015-680769.004.jpg,line,GRAPHICS
PMC4626393___je-25-639-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4626393___je-25-639-g001.jpg,line,GRAPHICS
PMC4626393___je-25-639-g004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4626393___je-25-639-g004.jpg,line,GRAPHICS
PMC4626393___je-25-639-g006.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4626393___je-25-639-g006.jpg,line,GRAPHICS
PMC4626393___je-25-639-g009.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4626393___je-25-639-g009.jpg,line,GRAPHICS
PMC4627019___ijerph-12-13104-g003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4627019___ijerph-12-13104-g003.jpg,line,GRAPHICS
PMC4627019___ijerph-12-13104-g006.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4627019___ijerph-12-13104-g006.jpg,line,GRAPHICS
PMC4627030___ijerph-12-13276-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4627030___ijerph-12-13276-g001.jpg,line,GRAPHICS
PMC4627041___ijerph-12-13435-g003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4627041___ijerph-12-13435-g003.jpg,line,GRAPHICS
PMC4627042___ijerph-12-13455-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4627042___ijerph-12-13455-g001.jpg,line,GRAPHICS
PMC4627046___ijerph-12-13510-g004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4627046___ijerph-12-13510-g004.jpg,line,GRAPHICS
PMC4627046___ijerph-12-13510-g005.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4627046___ijerph-12-13510-g005.jpg,line,GRAPHICS
PMC4627047___ijerph-12-13523-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4627047___ijerph-12-13523-g002.jpg,line,GRAPHICS
PMC4627047___ijerph-12-13523-g006b.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4627047___ijerph-12-13523-g006b.jpg,line,GRAPHICS
PMC4632180___CMMM2015-676129.004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4632180___CMMM2015-676129.004.jpg,line,GRAPHICS
PMC4634202___12711_2015_163_Fig6_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4634202___12711_2015_163_Fig6_HTML.jpg,line,GRAPHICS
PMC4636784___12889_2015_2463_Fig7_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4636784___12889_2015_2463_Fig7_HTML.jpg,line,GRAPHICS
PMC4637086___CMMM2015-862735.005.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4637086___CMMM2015-862735.005.jpg,line,GRAPHICS
PMC4637086___CMMM2015-862735.007.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4637086___CMMM2015-862735.007.jpg,line,GRAPHICS
PMC4639643___CMMM2015-476050.007.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4639643___CMMM2015-476050.007.jpg,line,GRAPHICS
PMC4653297___fgene-06-00332-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4653297___fgene-06-00332-g001.jpg,line,GRAPHICS
PMC4659207___12711_2015_169_Fig6_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4659207___12711_2015_169_Fig6_HTML.jpg,line,GRAPHICS
PMC4661609___ijerph-12-13711-g001b.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4661609___ijerph-12-13711-g001b.jpg,line,GRAPHICS
PMC4661613___ijerph-12-13762-g008.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4661613___ijerph-12-13762-g008.jpg,line,GRAPHICS
PMC4661641___ijerph-12-14192-g006.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4661641___ijerph-12-14192-g006.jpg,line,GRAPHICS
PMC4661671___ijerph-12-14626-g004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4661671___ijerph-12-14626-g004.jpg,line,GRAPHICS
PMC4661671___ijerph-12-14626-g005.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4661671___ijerph-12-14626-g005.jpg,line,GRAPHICS
PMC4661671___ijerph-12-14626-g006.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4661671___ijerph-12-14626-g006.jpg,line,GRAPHICS
PMC4661671___ijerph-12-14626-g008.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4661671___ijerph-12-14626-g008.jpg,line,GRAPHICS
PMC4664654___fgene-06-00337-g0003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4664654___fgene-06-00337-g0003.jpg,line,GRAPHICS
PMC4664654___fgene-06-00337-g0005.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4664654___fgene-06-00337-g0005.jpg,line,GRAPHICS
PMC4669629___12889_2015_2552_Fig1_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4669629___12889_2015_2552_Fig1_HTML.jpg,line,GRAPHICS
PMC4676816___12889_2015_2575_Fig1_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4676816___12889_2015_2575_Fig1_HTML.jpg,line,GRAPHICS
PMC4676816___12889_2015_2575_Fig2_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4676816___12889_2015_2575_Fig2_HTML.jpg,line,GRAPHICS
PMC4690323___12889_2015_2637_Fig3_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4690323___12889_2015_2637_Fig3_HTML.jpg,line,GRAPHICS
PMC4690896___ijerph-12-14960-g004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4690896___ijerph-12-14960-g004.jpg,line,GRAPHICS
PMC4690896___ijerph-12-14960-g005.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4690896___ijerph-12-14960-g005.jpg,line,GRAPHICS
PMC4690921___ijerph-12-14985-g004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4690921___ijerph-12-14985-g004.jpg,line,GRAPHICS
PMC4690921___ijerph-12-14985-g005.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4690921___ijerph-12-14985-g005.jpg,line,GRAPHICS
PMC4690922___ijerph-12-14986-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4690922___ijerph-12-14986-g001.jpg,line,GRAPHICS
PMC4690922___ijerph-12-14986-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4690922___ijerph-12-14986-g002.jpg,line,GRAPHICS
PMC4690925___ijerph-12-14989-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4690925___ijerph-12-14989-g001.jpg,line,GRAPHICS
PMC4690944___ijerph-12-15008-g003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4690944___ijerph-12-15008-g003.jpg,line,GRAPHICS
PMC4690948___ijerph-12-15012-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4690948___ijerph-12-15012-g001.jpg,line,GRAPHICS
PMC4690963___ijerph-12-15027-g007.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4690963___ijerph-12-15027-g007.jpg,line,GRAPHICS
PMC4690963___ijerph-12-15027-g010.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4690963___ijerph-12-15027-g010.jpg,line,GRAPHICS
PMC4690983___ijerph-12-15047-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4690983___ijerph-12-15047-g001.jpg,line,GRAPHICS
PMC4690983___ijerph-12-15047-g004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4690983___ijerph-12-15047-g004.jpg,line,GRAPHICS
PMC4700613___12863_2015_322_Fig5_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4700613___12863_2015_322_Fig5_HTML.jpg,line,GRAPHICS
PMC4709459___fpubh-03-00286-g005.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4709459___fpubh-03-00286-g005.jpg,line,GRAPHICS
PMC4709459___fpubh-03-00286-g006.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4709459___fpubh-03-00286-g006.jpg,line,GRAPHICS
PMC4719655___12889_2015_2679_Fig1_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/line/PMC4719655___12889_2015_2679_Fig1_HTML.jpg,line,GRAPHICS
