"1471-230X-11-4-2	three-months follow-up with CT: 2a", arterious phase; 2b, portal phase; 2c, late phase . The three months CT scan document an apparent reduction in the size of lesion, which is associated with partial recanalization of the left portal branch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2172-9-63-2	FACS measurement of    distinguishes CHO-Kv1.3 from CHO cells . Histograms of oxonol fluorescence in CHO (A", D), CHO-Kv1.3 (B, E) and a combination of CHO and CHO-Kv1.3 (C, F) untreated (gray lines) or treated (black lines) with MgTX (A, B, C) or IbTX (D, E, F). The    values in mV are depicted. Data are representative of four experiments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2105-5-54-4	Logistic regressions of the probability of detection of gene expression differences from simulated data. Logistic regressions of the frequency of affirmative significance call over log 2  factor of difference in gene expression. The logistic model plotted is that log e ( p /(1 -  p )) =  mx  +  b ", where  x  is the log 2  factor of difference in gene expression. Cross symbols represent actual data points. Each is placed at its estimated expression level, either at the top of the plot. When identified as significant (S)," or at the bottom when identified as not significant(NS). Logistic regressions are of statistical significance calls A) on the ""true"" factors of fold change from which data was simulated. The model has a highly significant fit (  2  = 884.5",  P  <  0.0001). The estimated intercept for the log odds,  b , of an affirmative significance call is -16.4 (significant, P  <  0.0001). This corresponds to a probability of a positive call of 0.02, which is the observed average false-positive rate. The estimated slope with log 2  factor of difference in gene expression,  m , is 12.5 (significant, P  <  0.0001). B) on the factors of difference estimated from the simulated data. The model has a highly significant fit (  2  = 890.5,  P  <  0.0001). The estimated intercept for the log odds,  b , of a significant call versus no significant call is -3.9 (significant, P  <  0.0001), and the estimated slope with log2 factor of difference in gene expression,  m , is 10.7 (significant, P  <  0.0001).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2180-9-234-3	Reproducibility of McRAPD with crude colony lysates sampled from different colonies at different timepoints . DNA extraction was performed in 4 different yeast species", each represented by one strain, where 5 colonies were subcultured for different time periods in each strain. Part (A) normalized melting curves, part (B) derivative curves, part (C) and (D) fingerprints after agarose gel electrophoresis with the 200-1500 molecular weight marker (Top-Bio, Prague, Czech Republic) in lanes 1 and 12. Dark green lines and lanes 2-6 in part (C)  C. tropicalis  I3-CATR9-17; light green lines and lanes 7-11 in part (C)  C. krusei  I1-CAKR-06; violet lines and lanes 2-6 in part (D)  C. pelliculosa  I3-CAPE3-04; and blue lines and lanes 7-11 in part (D)  C. guilliermondii  I1-CAGU-22.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1423-0127-17-78-9	Confocal image of 5-HT 2A  receptors in the hippocampus of control and Experimental rats using immunofluorescent 5-HT 2A  receptor specific primary antibody and FITC as secondary antibody . The pixel intensity of The pixel intensity of control - 384132  ±  1454", diabetic - 133475  ±  1431  a , diabetic+Insulin - 229123  ±  1453  a, c , diabetic+pyridoxine - 151012  ±  2662  a, b , diabetic+insulin+pyridoxine - 398791  ±  2105  c , diabetic+ Aegle marmelose -  222921  ±  1097 a, c  and diabetic+ Aegle marmelose+ pyridoxine - 314997  ±  1084  c . Values are mean  ±  S.E.M of 4-6 rats in each group. Each group consists of 6-8 rats.  a  p  <  0.001 when compared to control group;  b  p  <  0.05,  c  p  <  0.001 when compared to diabetic group. There was significant reversal of 5-HT 2A  receptor to near control level on treatment with pyridoxine alone and in combination therapy with insulin and  Aegle marmelose  compared to diabetic rats. Arrow in white shows 5-HT 2A  receptors.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2318-9-12-2	Midline sagittal MRI scans to illustrate subjects with relatively more (a) and less (b) atrophy . Atrophy is estimated by correcting whole brain volume (WBV) for intracranial area (ICA).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2172-8-11-3	TSLP and IL-7 both enhances early T progenitor cells and thymopoiesis in mouse fetal thymic organ culture. E15 fetal thymus organs were cultured with either TSLP (30 ng/ml) and/or IL-7 (100 ng/ml) for 2 weeks. Total thymocytes were harvested and counted (A). Thymocytes that were negative for expression of CD3/CD4/CD8 were further analyzed for DN subpopulation based on the expression of CD44 and CD25 (B). The data is a summary of 2 independent experiments. Standard deviation (SD) is shown as error bars. *: P  <  0.05", * *: P  <  0.01, compared with medium control.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2458-5-22-1	Secular trend in the relative risk (RR) of dying from male and female lung cancer", 1971 �� 1995, based on analyses using the age-period-cohort model in Taiwan, England and Wales, New Zealand, USA, Singapore, Spain and Cuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2261-9-18-1	Imaging plane 0 ° ", (A) The mid-esphageal four chamber view . (B) The tricuspid valve anatomy with septal and posterior leaflets. (C) Color Doppler applied to the tricuspid valve demonstrating trivial tricuspid regurgitation (orange jet). LA = left atrium, LV = left ventricle, RA = right atrium, RV = right ventricle, TV = tricuspid valve.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2407-10-112-2	Scatter plots of the macrophage density versus patient's survival time . r s  represents the Spearman's rank correlation coefficient.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2164-11-S5-S5-7	Heparin binding stabilizes helical content in the active site and occluding loop  A)  Phi - Psi  distributions for the first residues of the main alpha helix (residues 28 to 45) in simulations with protonation corresponding to alkaline conditions. In black : apo catB; In red catB + heparin (R-domain). We present here the only the first four residues of the helix (S28", C29, W30 and A31) since the analysis on the subsequent residues did not shown observable differences in the distributions. B) Superposition of structural snapshots collected during MD, highlighting motions of the occluding loop. The color code from red to blue reflects the time evolution of the trajectory.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2458-10-767-1	Maps showing geographic distributions of the water and sewage systems . Data for parcels in a mixed rural-urban community in the Metro Vancouver area of Canada", on July 1 1999, the mid-point of the study period (of a total of 29,458 parcels). Uncolored areas are parcels not included in the study, either because they were outside the Township or did not house a study subject on that date (e.g., industrial, commercial or park land, or vacant property).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2172-3-1-2	Northern blot to determine the specificity of the Phorbol ester effect on the expression of CD3", CD4, CD8, and C-Ha-ras by human thymocytes. Experimental conditions are number-coded as follows: 1 = control; 2 = PMA-treated; PDB-treated; 4 =  α -Phorbol Ester-treated; and 5 =  β -Phorbol Ester-treated.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2342-11-1-2	Logan (left)", 1T2k (middle) and 2T4k (right) fits for a vehicle (upper panel) and a tariquidar (lower panel) co-administered saline treated rat . Circles represent measured concentrations, solid lines best fits. The 2T4k model resulted in better fits than the 1T2k model for most of the rats.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2202-12-68-7	Longitudinal histology of regenerated nerves for HE staining and anti-neurofilament staining under light microscopy . a", normal nerve specimen. b, midpoint view of regenerated nerve in autograft group. c, midpoint view of regenerated nerve in collagen/PCL NCs group. A1,B1,C1, HE staining; A2-A4,B2-B4,C2-C5, anti-neurofilament staining; A3,B3,C3, magnified views of the square area in A2,B2,C2, respectively. A4,B4,C4, corresponding specimens as blank controls without primary antibody incubation. C5, overview image of the mid-portion of regenerated nerve in collagen/PCL NCs at 4    magnification. Regenerated nerve fibers in autograft and collagen/PCL NCs groups were positively stained with neurofilament 200 similarly as normal nerve. Electrospun nerve conduits almost degraded and only a few of residual materials (black arrows) could be found inside the wall area 4 months postoperatively (C5). (Bar in A1,A2,B1,B2,C1,C2 = 100  μ m; bar in A3,A4,B3,B4,C3,C4 = 50  μ m; bar in C5 = 500  μ m).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2229-10-286-3	Phenotypes of gene-specific knockdown plants generated by the TRV VIGS system . Transcription of ACAG1 and ACAG8 in  N. benthamiana  plant was introduced by the TRV vector to knock down expression of the corresponding host genes. The PDS plant in which  phytoene desaturase  was knocked down served as a positive control. The GFP plant in which the  green fluorescent protein  gene was introduced was included as a negative control.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2407-8-320-1	HIF-1 α  expression in precursor lesions of colorectal carcinogenesis.  In normal mucosa (A)", HP (B) and TA-LGD (C) specific HIF-1 α  expression was not seen. SSA and TA-HGD showed a strong diffusely perinuclear (D1 and E1) and on the surface crypts focally nuclear (D2 and E2) HIF-1 α  immunopositivity.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2164-6-120-6	Structure of porcine ribonuclease inhibitor (PDB code 2BNH) with amino acid sites that are positively-selected among human and mouse PRAME proteins shown in red and blue", respectively, ((A) front view, (B) rear view).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2121-8-6-3	Insulin stimulation of SHSY-5Y and C3A cells infected with adenovirus or baculovirus vectors . Cultured SHSY-5Y (A and C) and C3A (B and D) cells were transduced with adenovirus (AdGFP) at MOI10 and 50 or baculovirus (BacGFP) at MOI1000 and 10000", respectively, and the responsiveness to insulin was determined. Non-infected (No virus) and infected cells were treated with 100 nM insulin for 10 (A and B) and 30 minutes (C and D), respectively. Cells were harvested after incubation for total cellular protein, and ELISA was performed with antibodies specific for Akt phosphorylated on serine 473 and total Akt, respectively.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2148-9-262-4	Bayesian assignment of simulated purebred and hybrid individuals obtained by HYBRIDLAB  [ 25 ] ", as implemented by NEWHYBRIDS  [ 24 ]. Pure molestus, pure pipiens and hybrid (F1," F2 and backcrosses with each parental line) simulated individuals were generated from the genotypes of  Cx. pipiens  specimens that displayed by NEWHYBRIDS a  q i > 0.90 of being pure molestus ( N  = 100) and pure pipiens ( N  = 11). Simulations were done using HYBRIDLAB [ 25 ] to produce 100 simulated individuals for each class. Each vertical line represents a simulated individual. Lines are partitioned in colours according to the probabilities of assignment to each class. A: probabilities were obtained for each of the six classes. B: the ""hybrid"" category is the sum of probabilities of assignment to each of the four hybrid classes originally simulated.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2105-9-76-5	Heatmaps and clustering dendrogram . (a) hierarchical clustering with the correlation distance", (b) hierarchical clustering with the absolute correlation, (c) RPC analysis both for 19 genes and the docetaxel drug activity data (GI50), (d) the dendrogram of RPC analysis is shown with the branch lengths, (e) genes involved in the DAN replication pathway, (f) genes involved in the cell cycle growth factor and checkpoint pathway.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2164-11-608-1	Highly regulated A-to-I RNA-editing within coding sequences and  Alu  repeats in human skin samples . 32 skin samples were tested for editing levels in one site within the coding regions of  FLNA ",  CYFIP2  and  BLCAP  and within  Alu  repeat residing in the FYN, KLRD1 and CARD11 genes.  A . Consistent editing levels in  FLNA ,  CYFIP2  and  BLCAP  among different individuals.  B . Consistent  Alu  A-to-I RNA-editing levels in  FYN ,  KLRD1  and  CARD11 .  C . Mean editing level of the six sites  ±  one standard deviation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-213X-6-54-12	Ultrastructure of intercalated discs of the developing ventricular myocardium. Initially", the immature intercalated discs are short and thin (A, B). With embryonic development, they become larger, more complex and are accompanied by increasing inter-digitations (C, D). Additional details are in the text. Magnification 16,000  .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2164-12-46-2	P9 and P28 patterns co-localize . (A) Cross-correlation analysis of the loci where P9 and P28 patterns occurred. Taking all sites together", two preferential locations of the centers are found (blue). By separating the locations of the peaks of 28 based on the strand on which the 19-mer contributing to the P28 pattern occurred, the two peaks were disentangled. For black we used P28 patterns in which the short sequence was found on the plus strand. For red we used P28 patterns in which the short sequence was found on the minus strand. (B) Triplex configurations that give rise to the co-occurring P9 and P28 peaks. (C) Venn diagram summarizing the co-occurrence of P9 and P28 processing patterns.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2180-9-57-7	Plasma anti- C. jejuni  antibody levels in mice infected with different  C. jejuni  strains (experiment 2) . Panel A", IgG2b; Panel B, IgG2c; panel C, IgG3; panel D, IgG1; and panel E, IgA. Antibody levels for the first and fourth passage are shown. Bars represent the average OD 450 / μ g plasma protein of mice in passages 1 and 4; whiskers indicate standard error. P values of statistically significant differences between antibody level in passage 1 compared to passage 4 for individual strains are shown on the graph. TSB, sham inoculated control mice.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2156-10-70-3	Additive genetic variance . Development of the additive genetic variance component in the breeding population when h 2  = 0.05", solid line: RM, dashed line: PAMCM and dashed-dotted line: MCM2 ( a ) N max  = 100,   C = 1%; ( b ) N max  = 400,   C = 1%; ( c ) N max  = 100,   C = 2%.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
